title;corresponding_author;author_2;author_3;country_corresponding_author;country_author2;country_author3;language;year_of_publication;family_studied;marine_realm;environment;ecological_community;minimum_depth;maximum_depth;province;approach;cryptic_or_cosmopolitan_species;molecular_data;molecular_marker;human_impact
Bathymetric patterns of polychaete diversity in the Rockall Trough, northeast Atlantic;g. l. j. paterson;p. j. d. lambshead;NA;United Kingdom;United Kingdom;;english;1995;NA;18;marine;benthos;400;2900;bathyal,abyssal;ecological statistical analysis;no;no;;no
Consequences of a poecilogonous life history for genetic structure in coastal populations of the polychaete Streblospio benedicti;c. zakas;j. p. wares;NA;United States of America;United States of America;;english;2012;spionidae;11,7;brackish,marine;benthos;0;0;littoral;none;no;yes ; SNPs;yes
Population structure and spread of the polychaete Diopatra biscayensis along the French Atlantic coast: human-assisted transport by-passes larval dispersal;s. a. woodin;d. s. wethey;s. f. dubois;United States of America;United States of America;France;english;2014;onuphidae;18,3;marine;benthos;0;0;littoral;ecological statistical analysis;no;no;;yes
Similar soft-bottom polychaete diversity in Arctic and Antarctic marine inlets;m. wlodarska-kowalczuk;j. sicinski;s. gromisz;Poland;Poland;Poland;english;2007;terebellidae,ampharetidae,sabellidae,polynoidae,spionidae,maldanidae,phyllodocidae,syllidae,lumbrineridae,dorvilleidae,flabelligeridae,capitellidae,oweniidae,trochochaetidae,sphaerodoridae,orbiniidae,opheliidae,cirratulidae,nephtydae,lumbrineridae,dorvilleidae,scalibregmatidae,glyceridae,chaetopteridae,pectinariidae,nereididae,hesionidae,cossuridae,apistobranchidae,pholoidae,sternaspidae,onuphidae;4,30;marine;benthos;30;504;sublittoral,bathyal;faunal similarity;no;no;;no
NEREIDIDAE (ANNELIDA, POLYCHAETA) DA CosTA NORDEs E Do Brazil. I. PADROES REGIONAIS EzooGoGRAFIcos;c. s. g. santos;p. c. lana;NA;Brazil;Brazil;;portuguese;2000;nereididae;21;marine,brackish;benthos;0;NA;littoral,sublittoral;faunal affinity;yes;no;;no
Padroes de distribuicao geografica dos poliquetas errantes (Annelida: Polychaeta) do estado do Parana;p. c. lana;NA;NA;Brazil;;;portuguese;1987;aphroditidae,acoetidae,polynoidae,sigalionidae,pholoidae,amphinomidae,phyllodocidae,hesionidae,pilargidae,syllidae,nephtydae,glyceridae,goniadidae,nereididae,onuphidae,lumbrineridae,eunicidae,dorvilleidae,oenonidae;21;marine;benthos;0;NA;littoral,sublittoral;faunal affinity;yes;no;;no
Anelideos poliquetos da regiao de Ubatuba (SP): Padroes de distribuicao geografica;e. h. morgado;a. c. z. amaral;NA;Brazil;Brazil;;portuguese;1989;polynoidae,sigalionidae,pholoidae,amphinomidae,phyllodocidae,hesionidae,pilargidae,nephtydae,nereididae,glyceridae,goniadidae,onuphidae,eunicidae,lumbrineridae,oenonidae,dorvilleidae,paraonidae,orbiniidae,spionidae,magelonidae,poecilochaetidae,cirratulidae,chaetopteridae,flabelligeridae,opheliidae,sternaspidae,capitellidae,maldanidae,pectinariidae,oweniidae,ampharetidae,terebellidae,trichobranchidae,sabellidae;21;marine;benthos;NA;NA;sublittoral;faunal affinity;no;no;;no
Poliquetos de fiordos y canales adyacentes al campo de hielo patagonico sur, Chile (Annelida: Polychaeta);a. montiel;n. rozbaczylo;c. rios;Chile;Chile;Chile;spanish;2004;maldanidae,opheliidae,aphroditidae,polynoidae,sigalionidae,nereididae,glyceridae,nephtyidae,phyllodocidae,eunicidae,lumbrineridae,oenonidae,onuphidae,sabellidae,cirratulidae,sternaspidae,ampharetidae,melinnidae,terebellidae,spionidae;24,25;marine;benthos;66;723;sublittoral;faunal affinity;no;no;;no
Genetic spatial structure of an anchialine cave annelid indicates connectivity within - but not between - islands of the Great Bahama Bank;b. c. gonzalez;a. martinez;e. borda;Denmark;Denmark;United States of America;english;2017;polynoidae;11;marine;benthos;NA;NA;NA;phylogeography;no;yes ; COI, 16s, 18s;no
Cutting a Gordian knot of tubeworms with DNA data: the story of the Hydroides operculata-complex (Annelida, Serpulidae);e. k. kupriyanova;y. sun;m. al-kandari;Australia;Australia;Kuwait;english;2017;serpulidae;13,29,16;marine;benthos;NA;NA;NA;molecular biogeography;yes;yes ; COI, cytb, 18s, 16s, ITS2;no
A mega-cryptic species complex hidden among one of the most common annelids in the North East Atlantic;a. nygren;m. capa;j. parapar;Sweden;Spain;Spain;english;2018;trichobranchidae;18,8,3,4;marine;benthos;8;4380;sublittoral,bathyal,abyssal;phylogeography;yes;yes ; COI, 16s, 18s, ITS2;no
Phylogeny and biogeography of the scaleless scale worm Pisione (Sigalionidae, Annelida);b. c. gonzalez;h. c. b. petersen;m. di domenico;Denmark;Denmark;Brazil;english;2017;sigalionidae;11,21,5,18,3,29,20,13,14,27,23,16,26,7,12,25;marine;benthos;0;30;littoral,sublittoral;molecular biogeography,ecological statistical analysis;no;yes ; COI, 16s, 18s, 28s;no
Establishing species and species boundaries in Sabellastarte Kroyer, 1856 ( Annelida: Sabellidae): an integrative approach;m. capa;d. r. bybee;s. m. bybee;Australia;United States of America;United States of America;english;2010;sabellidae;13,26,20,11,17,9;marine;benthos;NA;NA;sublittoral;phylogenetic biogeography,molecular biogeography;yes;yes ; COI, 16s;yes
New species of Terebellides (Polychaeta: Trichobranchidae) indicate long-distance dispersal between western South Atlantic deep-sea basins;m. schuller;p. a. hutchings;NA;Germany;Australia;;english;2012;trichobranchidae;21;marine;benthos;36;5188;sublittoral,abyssal;molecular biogeography;yes;yes ; 16s;no
Polychaete community structure of the southern Kara Sea.;s. y. gagaev;h. deubel;i. fetzer;Russia;Germany;Germany;english;2006;phyllodocidae,polynoidae,pholoidae,syllidae,hesionidae,nereididae,nephtyidae,sphaerodoridae,lumbrineridae,paraonidae,orbiniidae,spionidae,trochochaetidae,apistobranchidae,chaetopteridae,paraonidae,cirratulidae,cossuridae,flabelligeridae,scalibregmatidae,opheliidae,capitellidae,maldanidae,oweniidae,pectinariidae,ampharetidae,melinnidae,sabellidae,trichobranchidae,terebellidae;6;marine;benthos;10;68;sublittoral;faunal affinity,ecological statistical analysis,faunal similarity (cluster analysis);no;no;;no
Anelidos Poliquetos Bentonicos de las Islas de Cabo Verde: primer catalogo faunistico;j. nunez;g. vieira;r. riera;Spain;Spain;Spain;spanish;1999;capitellidae,opheliidae,orbiniidae,amphinomidae,euphrosinidae,onuphidae,lumbrineridae,eunicidae,oenonidae,dorvilleidae,aphroditidae,polynoidae,acoetidae,sigalionidae,glyceridae,phyllodocidae,lacydoniidae,pilargidae,hesionidae,chrysopetalidae,nereididae,spionidae,chaetopteridae,syllidae,serpulidae,sabellidae,sabellariidae,cirratulidae,oweniidae;21;marine;benthos;0;75;littoral,sublittoral;faunal affinity,faunal similarity (cluster analysis);no;no;;no
Los espionidos (Polychaeta: Spionidae) del Golfo de California y Golfo de Tehuantepec, Mexico;p. hernandez-alcantara;l. gonzalez-ortiz;v. solis-weiss;Mexico;Mexico;Mexico;spanish;1994;spionidae;12;marine;benthos;60;100;sublittoral;faunal affinity,faunal similarity (cluster analysis);no;no;;no
Spread of the non-indigenous serpulid Hydroides sanctaecrucis Kroyer in Morch, 1863 in the Pacific Ocean: a new record from Taiwan;j. ferrario;d. minchin;NA;Italy;Lithuania;;english;2017;serpulidae;29;brackish;benthos;0;0;littoral;none;no;no;;yes
The meltdown of biogeographical peculiarities of the Baltic Sea: the interaction of natural and man-made processes;e. leppakoski;s. olenin;NA;Finland;Lithuania;;english;2001;spionidae,ampharetidae;1;brackish,marine;benthos;NA;NA;sublittoral;none;no;no;;yes
Molecular phylogeny of some polychaete annelids: an initial approach to the Atlantic-Mediterranean speciation problem;g. lenaers;m. bhaud;NA;France;France;;english;1992;terebellidae;5,18;marine;benthos;NA;NA;NA;molecular biogeography;no;yes ; LSUrRNA;no
Spirorbidae (Polychaeta Sedentaria) from Alaska to Panama;p. knight-jones;e. w. knight-jones;NA;United Kingdom;United Kingdom;United Kingdom;english;1979;serpulidae;7,12;marine;benthos;0;NA;littoral,sublittoral;faunal affinity;no;no;;yes
Non-indigenous species (NIS) of polychaetes (Annelida: Polychaeta) from the Atlantic and Mediterranean coasts of the Iberian Peninsula: an annotated checklist;e. lopez;a. richter;NA;Spain;Spain;;english;2017;ampharetidae,capitellidae,eunicidae,fabriciidae,goniadidae,hesionidae,nereididae,phyllodocidae,sabellidae,serpulidae,spionidae,terebellidae,fauveliopsidae,maldanidae,lumbrineridae,polynoidae,syllidae;5,18;marine;benthos;0;NA;littoral,sublittoral;faunal affinity;yes;no;;yes
Benthic polychaete assemblages and their relationship to the sediment in Port Madison, Washington;f. h. nichols;NA;NA;United States of America;;;english;1970;NA;7;marine;benthos;2;32;sublittoral;ecological statistical analysis,faunal similarity (cluster analysis);no;no;;no
Lista anotada de los poliquetos (Annelida) registrados para el Pacifico Colombiano, con notas preliminares sobre su zoogeografia;j. j. a. laverde-castillo;NA;NA;Colombia;;;spanish;1986;spionidae,magelonidae,chaetopteridae,cirratulidae,capitellidae,maldanidae,opheliidae,phyllodocidae,polynoidae,aphroditidae,acoetidae,chrysopetalidae,pilargidae,syllidae,glyceridae,nereididae,nephtydae,euphrosinidae,amphinomidae,onuphidae,eunicidae,lumbrineridae,oenonidae,dorvilleidae,sabellariidae,trichobranchidae,terebellidae,sabellidae,serpulidae;12;marine;benthos;NA;NA;NA;faunal affinity;no;no;;no
Spatio-temporal distribution of spionids (Polychaeta-Spionidae) in an estuarine system in south-central Chile;m. diaz-jaramillo;p. munoz;v. delgado-blas;Chile;Chile;Mexico;english;2008;spionidae;25;brackish;benthos;6;16;sublittoral;ecological statistical analysis,faunal similarity (cluster analysis);no;no;;yes
Biogeografia de las especies ibericas de Spionidae (Annelida, Polychaeta);j. junoy;j. m. vieitez;NA;Spain;Spain;;spanish;1992;spionidae;18,5;marine;benthos;NA;NA;NA;faunal affinity,faunal similarity (cluster analysis);no;no;;yes
POLYCHAETES FROM RED MANGROVE (Rhizophora mangle) AND THEIR RELATIONSHIP WITH THE WATER CONDITIONS IN THE GULF OF URABa, COLOMBIAN CARIBBEAN;v. fernandez-rodriguez;m. h. londono-mesa;j. j. ramirez-restrepo;Colombia;Colombia;Colombia;english;2016;capitellidae,nereididae,terebellidae,serpulidae,sabellidae,spionidae;11;brackish;benthos;0;0;littoral;ecological statistical analysis;no;no;;yes
Autolytinae, Eusyllinae y Exogoninae (Syllidae: Polychaeta) del Parque Nacional de Coiba, Panama;m. capa;g. san martin;e. lopez;Spain;Spain;Spain;spanish;2001;syllidae;12;marine;benthos;NA;NA;sublittoral;faunal affinity;no;no;;no
Poliquetos asociados con Austromegabalanus psittacus (Molina, 1782)(Crustacea: Cirripedia) en Peninsula Gualpen, Chile central: biodiversidad y efecto del tamano del sustrato biologico;c. e. hernandez;g. munoz;n. rozbaczylo;Chile;Chile;Chile;spanish;2001;syllidae,polynoidae,chrysopetalidae,nereididae,cirratulidae,sabellidae,eunicidae,phyllodocidae,spionidae,terebellidae,scalibregmatidae,lumbrineridae;25;marine;benthos;4;10;sublittoral;ecological statistical analysis;no;no;;no
Polychaete assemblages in SW Atlantic: Results of Shinkai Maru IV, V, X and XI (1978-1979) cruises in Patagonia and Buenos Aires;c. bremec;v. souto;g. genzano;Argentina;Argentina;Argentina;english;2010;euphrosinidae,aphroditidae,polynoidae,sigalionidae,glyceridae,goniadidae,phyllodocidae,nereididae,syllidae,nephtyidae,eunicidae,onuphidae,oenonidae,lumbrineridae,chaetopteridae,spionidae,orbiniidae,cirratulidae,flabelligeridae,paraonidae,opheliidae,scalibregmatidae,maldanidae,ampharetidae,terebellidae,trichobranchidae,sabellariidae,sabellidae,serpulidae,oweniidae;24;marine;benthos;44;192;sublittoral;faunal similarity (cluster analysis);no;no;;no
Holoplanktonic polychaetes from the Gulf of Tehuantepec, Mexico;l. sanvicente-anorve;m. a. fernandez-alamo;NA;Mexico;Mexico;;english;2005;phyllodocidae,lopadorrhynchidae,iospilidae,tomopteridae,typhloscolecidae;12;marine;holoplankton;0;300;epipelagic,mesopelagic;faunal similarity (cluster analysis);no;no;;no
The sipunculan fauna of Svalbard;m. kedra;g. v. murina;NA;Poland;Ukraine;;english;2007;sipuncula;4;marine;benthos;40;2553;sublittoral,bathyal,abyssal;faunal similarity (cluster analysis);yes;no;;no
The phylum Sipuncula in the eastern Mediterranean: composition, ecology, zoogeography;g. v. murina;m. a. pancucci-papadopoulou;a. zenetos;Ukraine;Greece;Greece;english;1999;sipuncula;5;marine;benthos;20;860;sublittoral,bathyal;none;yes;no;;no
Zoogeography of the echiuran fauna of the East Pacific Ocean (Phylum: Echiura);r. biseswar;NA;NA;South Africa;;;english;2012;echiura;7,12,9,25,24;marine;benthos;NA;NA;sublittoral;faunal affinity;no;no;;no
Zoogeography of the echiuran fauna of the Indo-West Pacific Ocean (Phylum: Echiura);r. biseswar;NA;NA;South Africa;;;english;2010;echiura;13,29,20,28,26,14;marine;benthos;NA;NA;sublittoral;faunal affinity;no;no;;no
Sipuncula of the Magellan area compared with adjacent regions of Antarctica;j. i. saiz-salinas;s. pagola-carte;NA;Spain;Spain;;english;1999;sipuncula;30,24;marine;benthos;NA;NA;sublittoral;faunal similarity (cluster analysis);no;no;;no
The geographic distribution of echiurans in the Atlantic Ocean (Phylum Echiura);r. biseswar;NA;NA;South Africa;;;english;2009;echiura;18,11,21,23,27,3,1;marine;benthos;NA;NA;sublittoral;faunal affinity;no;no;;no
Zoogeographical barrier on the continental slope off cape lookout, Nort Carolina;e. b. cutler;NA;NA;United States of America;;;english;1975;siboglinidae,sipuncula;11;marine;benthos;150;2500;sublittoral,bathyal,abyssal;faunal similarity (cluster analysis);no;no;;no
Are there true cosmopolitan sipunculan worms? A genetic variation study within Phascolosoma perlucens (Sipuncula, Phascolosomatidae);g. y. kawauchi;g. giribet;NA;United States of America;United States of America;;english;2010;sipuncula;12,11,13,27;marine;benthos;0;NA;littoral,sublittoral;phylogeography;yes;yes ; COI, 16s;no
Sipuncula of the western North Atlantic;e. b. cutler;NA;NA;United States of America;;;english;1973;sipuncula;11;marine;benthos;0;5000;littoral,sublittoral,bathyal,abyssal;ecological statistical analysis;no;no;;no
The Sipuncula of Japan: Their systematics and distribution;e. b. cutler;n. j. cutler;t. nishikawa;United States of America;United States of America;Japan;english;1984;sipuncula;20;marine;benthos;0;NA;littoral,sublittoral;faunal affinity;no;no;;no
A revision of the genera Sipunculus and Xenosiphon (Sipuncula);e. b. cutler;n. j. cutler;NA;United States of America;United States of America;;english;1985;sipuncula;13,20,11,14,17,12,18,21;marine;benthos;NA;NA;NA;none;no;no;;no
Deep-water Sipuncula from the eastern Atlantic Ocean;e. b. cutler;n. j. cutler;NA;United States of America;United States of America;;english;1987;sipuncula;27,23,21,18,3,4;marine;benthos;30;5500;sublittoral,bathyal,abyssal;ecological statistical analysis;no;no;;no
Peanut worms of the phylum Sipuncula from coastal waters of Vietnam (Nhatrang Bay);v. v. murina;NA;NA;Ukraine;;;english;2018;sipuncula;13;marine;benthos;0;40;littoral,sublittoral;faunal affinity;no;no;;no
Distribution and diversity of sipunculan fauna in high Arctic fjords (west Svalbard);m. kedra;m. wlodarska-kowalczuk;NA;Poland;Poland;;english;2008;sipuncula;4;marine;benthos;0.5;380;sublittoral,bathyal;ecological statistical analysis;no;no;;no
Echiura from Antarctic and adjacent waters;j. i. saiz-salinas;h. k. dean;e. b. cutler;Spain;United States of America;United States of America;english;2000;echiura;30;marine;benthos;54;770;sublittoral;none;no;no;;no
A census of deep-water sipunculans (Sipuncula);j. i. saiz-salinas;m. bustamante;j. tajadura;Spain;Spain;Spain;english;2018;sipuncula;3,4,5,7,8,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30;marine;benthos;2001;7500;abyssal,hadal;ecological statistical analysis,faunal similarity (cluster analysis);yes;no;;no
A revision of the genus Aspidosiphon (Sipuncula: Aspidosiphonidae);e. b. cutler;n. j. cutler;NA;United States of America;United States of America;;english;1989;sipuncula;13,29,16,21,11,12,20,5,3,26,23;marine;benthos;NA;NA;NA;none;no;no;;no
On a collection of sipuncula, echiura, and priapulida from south african waters;a. c. stephen;e. b. cutler;NA;United States of America;United States of America;;english;1969;echiura,sipuncula;27;marine;benthos;0;183;littoral,sublittoral;none;no;no;;no
Sipunculan larvae and cosmopolitan species;a. schulze;a. maiorova;l. e. timm;United States of America;United States of America;United States of America;english;2012;sipuncula;20,7;marine;benthos;0;5;littoral,sublittoral;phylogeography;yes;yes ; COI, 16s;no
A revision of the subgenus Phascolosoma (Sipuncula: Phascolosoma);n. j. cutler;e. b. cutler;NA;United States of America;United States of America;;english;1990;sipuncula;13,11,12,20,26,28,18;marine;benthos;NA;NA;NA;none;no;no;;no
El phylum Sipuncula en Chile;e. tarifeno-silva;m. rojas;NA;Chile;Chile;;spanish;1978;sipuncula;10,24,25;marine;benthos;NA;NA;NA;faunal affinity;no;no;;no
The Distribution of Sipunculan Worms (Phylum Sipuncula) in Icelandic Waters;j. sorensen;g. v. murina;NA;Denmark;Ukraine;;english;2017;sipuncula;18,8;marine;benthos;17;3018;sublittoral,bathyal,abyssal;none;no;no;;no
Sipunculan Fauna in the Fethiye-Gocek Specially Protected Area (Turkey, Eastern Mediterranean);s. acik;NA;NA;Turkey;;;english;2010;sipuncula;5;marine;benthos;0;31;littoral,sublittoral;faunal similarity (cluster analysis);no;no;;no
Alien Sipuncula species in the Mediterranean Sea;s. acik;NA;NA;Turkey;;;english;2018;sipuncula;5;marine;benthos;0;2500;littoral,sublittoral,bathyal,abyssal;faunal affinity;no;no;;yes
Impact of environmental variables on Sipuncula species along the Aegean and Levantine coasts of Turkey;s. acik;NA;NA;Turkey;;;english;2020;sipuncula;5;marine;benthos;14;64;sublittoral;ecological statistical analysis,faunal similarity (cluster analysis);no;no;;yes
The echiuran fauna of southern Africa (Class: Echiura, Phylum: Annelida);r. biseswar;NA;NA;South Africa;;;english;2019;echiura;27;marine,brackish;benthos;0;628;littoral,sublittoral;none;yes;no;;no
Biodiversity of echiurans (Echiura) of the Kuril-Kamchatka Trench area;a. s. maiorova;a. v. adrianov;NA;Russia;Russia;;english;2020;echiura;20,7;marine;benthos;4681;9583;abyssal,hadal;none;yes;no;;no
Comparative development and the evolution of life history diversity in Sipuncula;m. j. boyle;m. e. rice;NA;United States of America;United States of America;;english;2018;sipuncula;11;marine;benthos;0;NA;littoral,sublittoral;none;yes;no;;no
New distribution records for two species of Siphonosoma (Sipuncula) collected using a diver-operated suction sampler;n. d. christie;e. b. cutler;NA;South Africa;United States of America;;english;1974;sipuncula;27;marine;benthos;25;25;sublittoral;none;no;no;;no
New records of Phascolosoma turnerae (Sipuncula: Phascolosomatidae) from the Balearic Basin, Mediterranean Sea.;j. i. saiz-salinas;j. e. cartes;v. mamouridis;Spain;Spain;Spain;english;2014;sipuncula;5;marine;benthos;1103;1500;bathyal;none;no;no;;no
Sipuncula from southern Brazil;e. b. cutler;n. j. cutler;NA;United States of America;United States of America;;english;1980;sipuncula;21;marine;benthos;50;1080;sublittoral,bathyal;none;no;no;;no
Cryptic species in Pacific sipunculans (Sipuncula: Phascolosomatidae): east-west divergence between non-sister taxa;n. d. johnson;c. sanders;a. maiorova;United States of America;United States of America;Russia;english;2016;sipuncula;20,7;marine;benthos;0;122;littoral,sublittoral;molecular biogeography;yes;yes ; COI, ITS, 16S;no
Underwater observations of the giant spoon worm Ikeda taenioides (Annelida: Echiura: Ikedidae) in a subtidal soft-bottom environment in northeastern Japan, which survived tsunamis of the 2011 off the Pacific Coast of Tohoku Earthquake;r. goto;s. sakamoto;j. hayakawa;Japan;Japan;Japan;english;2017;echiura;20;marine;benthos;13;20;sublittoral;phylogeography;no;yes ;COI;no
Genetic differentiation despite teleplanic larval dispersal: allozyme variation in sipunculans of the Apionsoma misakianum species-complex;j. l. staton;m. e. rice;NA;United States of America;United States of America;;english;1999;sipuncula;11;marine;benthos,meroplankton;0;80;sublittoral/epipelagic;molecular biogeography;yes;yes ; aloenzimas;no
Sipuncula of the Adriatic Sea;g. v. murina;d. zavodnik;NA;Ukraine;Croatia;;english;1986;sipuncula;5;marine;benthos;0;1170;littoral,sublittoral,bathyal;faunal affinity;no;no;;no
Occurrence of teleplanic pelagosphera larvae of sipunculans in tropical regions of the Pacific and Indian Oceans;r. s. scheltema;m. e. rice;NA;United States of America;United States of America;;english;1990;sipuncula;12,9,10,22,13,17,15,28,19;marine;meroplankton;NA;NA;NA;none;no;no;;no
Sipunculans from the coast of northern Cyprus (eastern Mediterranean Sea);s. acik;g. v. murina;m. e. cinar;Turkey;Ukraine;Turkey;english;2005;sipuncula;5;marine;benthos;0;600;littoral,sublittoral,bathyal;faunal similarity (cluster analysis);no;no;;no
Soft-bottom sipunculans from San Pedro del Pinatar (Western Mediterranean): influence of anthropogenic impacts and sediment characteristics on their distribution;l. m. ferrero-vicente;a. loya-fernandez;c. marco-mendez;Spain;Spain;Spain;english;2011;sipuncula;5;marine;benthos;32;35;sublittoral;ecological statistical analysis;no;no;;yes
Sipunculans and Echiurans of Isla del Coco (Cocos Island), Costa Rica;h. k. dean;j. a. sibaja-cordero;NA;United States of America;Costa Rica;Costa Rica;english;2010;echiura,sipuncula;12;marine;benthos;0;76;littoral,sublittoral;none;no;no;;no
Dispersal of deep-sea larvae from the intra-American seas: simulations of trajectories using ocean models;c. m. young;r. he;r. b. emlet;United States of America;United States of America;United States of America;english;2012;siboglinidae,sipuncula;11;marine;benthos,meroplankton;500;700;bathyal;experimental biogeography;no;no;;no
Sipuncula collected by the R/V Vema;e. b. cutler;n. j. cutler;NA;United States of America;United States of America;;english;1980;sipuncula;24,25,12,11,5,18,27,23;marine;benthos;42;6300;sublittoral,bathyal,abyssal,hadal;none;no;no;;no
Guide to the Mediterranean sipunculans;l. m. ferrero-vicente;j. i. saiz-salinas;s. acik;Spain;Spain;Turkey;english;2016;sipuncula;5;marine;benthos;0;2500;littoral,sublittoral,bathyal;ecological statistical analysis;no;no;;no
Deep-sea sipunculans from the Kuril Basin of the Sea of Okhotsk and the adjacent slope of the Kuril-Kamchatka Trench;a. s. maiorova;a. v. adrianov;NA;Russia;Russia;;english;2018;sipuncula;20,7;marine;benthos;1700;4803;bathyal,abyssal;none;no;no;;no
Long-distance dispersal by planktonic larvae of shoal-water benthic invertebrates among central Pacific islands;r. s. scheltema;NA;NA;United States of America;;;english;1986;spionidae,chaetopteridae,amphinomidae,sabellariidae,sipuncula;9,20,15,28,17;marine;meroplankton;110;400;epipelagic,mesopelagic;none;no;no;;no
DNA barcoding reveals cryptic diversity in the peanut worm Sipunculus nudus;z. n. zeng;t. h. hsu;y. ning;China;Taiwan;China;english;2013;sipuncula;29;marine;benthos;0;0;littoral;phylogeography;yes;yes ; COI;yes
Equiurideos da Ilha Grande (Estado do Rio de Janeiro, Brazil);y. schaeffer;NA;NA;Brazil;;;portuguese;1972;echiura;21;marine;benthos;0;50;littoral,sublittoral;ecological statistical analysis;no;no;;no
Comparative Analysis of Genetic Diversity and Population Structure of Sipunculus nudus as Revealed by Mitochondrial COI Sequences;x. du;z. chen;y. deng;China;China;China;english;2009;sipuncula;29;marine;benthos;0;0;littoral;none;no;no;;no
Sipuncula and Echiura.;j. i. saiz-salinas;NA;NA;Spain;;;english;2014;echiura,sipuncula;30;marine;benthos;1;6275;sublittoral,bathyal,abyssal,hadal;faunal affinity;yes;no;;no
Biodiversity and Zoogeography of the Sipuncula in Chile.;e. tarifeno-silva;NA;NA;Chile;;;english;2018;sipuncula;24,25,10;marine;benthos;NA;NA;sublittoral,bathyal,abyssal,hadal;faunal affinity;no;no;;no
Echiura from South Shetland Islands together with a review of its geographic distribution in the Antarctic Ocean;j. i. saiz-salinas;NA;NA;Spain;;;english;1996;echiura;30;marine;benthos;24;1019;littoral,sublittoral,bathyal;none;no;no;;no
Sipunculans and echiurans from the deep Angola Basin;j. i. saiz-salinas;NA;NA;Spain;;;english;2007;echiura,sipuncula;27;marine;benthos;5117;5450;abyssal;ecological statistical analysis;no;no;;no
The geographical distribution of Echiura from southern Africa.;r. biseswar;NA;NA;South Africa;;;english;1985;echiura;27;marine;benthos;NA;NA;littoral,sublittoral;faunal affinity;no;no;;no
North-Carolina Continental Slope Zoogeographical Barrier;e. b. cutler;k. doble;NA;United States of America;United States of America;;english;1979;siboglinidae,sipuncula;11;marine;benthos;150;2000;sublittoral,bathyal;faunal similarity (cluster analysis);no;no;;no
Distribution of Sipuncula in the Gulf of Valencia and Cape Nao (western Mediterranean);l. m. ferrero-vicente;j. a. de-la-ossa-carretero;y. del-pilar-ruso;Spain;Spain;Spain;english;2013;sipuncula;5;marine;benthos;12;30;sublittoral;ecological statistical analysis;yes;no;;no
Distribution of Sipunculans along the Aegean and Levantine coasts of Turkey;s. acik;NA;NA;Turkey;;;english;2017;sipuncula;5;marine;benthos;15;70;sublittoral;ecological statistical analysis,faunal similarity (cluster analysis);no;no;;yes
Geographical Distribution of Sipunculans (Sipuncula) from the Mediterranean Sea.;j. i. saiz-salinas;NA;NA;Spain;;;english;2018;sipuncula;5;marine;benthos;0;4350;littoral,sublittoral,bathyal,abyssal;faunal similarity (cluster analysis);no;no;;yes
Sipunculan fauna in the Pacific Arctic region: a significant component of benthic infaunal communities;m. kedra;j. m. grebmeier;l. w. cooper;Poland;United States of America;United States of America;english;2018;sipuncula;6,7;marine;benthos;19;753;sublittoral,bathyal;ecological statistical analysis;no;no;;no
Sipuncula of the Southeastern Weddell Sea (antarctica);j. i. saiz-salinas;NA;NA;Spain;;;english;1995;sipuncula;30;marine;benthos;186;2037;sublittoral,bathyal;none;no;no;;no
